id,runtime,score
8,6500,-221
8,6600,-221
8,6700,-221
8,6800,-221
8,6900,-221
8,7000,-221
8,7100,-221
8,7200,-221
8,7300,-221
8,7400,-221
8,7500,-221
8,7600,-221
8,7700,-221
8,7800,-221
8,7900,-221
8,8000,-221
8,8100,-221
8,8200,-221
8,8300,-221
8,8400,-221
8,8500,-221
8,8600,-221
8,8700,-221
8,8800,-221
8,8900,-221
8,9000,-221
8,9100,-221
8,9200,-221
8,9300,-221
8,9400,-221
8,9500,-221
8,9600,-221
8,9700,-221
8,9800,-221
8,9900,-221
8,10000,-221
9,100,-73
9,200,-73
9,300,-73
9,400,-125
9,500,-125
9,600,-125
9,700,-125
9,800,-125
9,900,-131
9,1000,-153
9,1100,-153
9,1200,-153
9,1300,-157
9,1400,-187
9,1500,-187
9,1600,-191
9,1700,-193
9,1800,-193
9,1900,-199
9,2000,-203
9,2100,-203
