id,runtime,score
0,100,-102
0,200,-102
0,300,-102
0,400,-106
0,500,-112
0,600,-140
0,700,-140
0,800,-146
0,900,-150
0,1000,-160
0,1100,-162
0,1200,-178
0,1300,-178
0,1400,-178
0,1500,-182
0,1600,-188
0,1700,-188
0,1800,-188
0,1900,-188
0,2000,-188
0,2100,-188
0,2200,-188
0,2300,-188
0,2400,-188
0,2500,-188
0,2600,-188
0,2700,-188
0,2800,-188
0,2900,-188
0,3000,-188
0,3100,-188
0,3200,-188
0,3300,-188
0,3400,-188
0,3500,-196
0,3600,-200
0,3700,-204
0,3800,-204
0,3900,-204
0,4000,-204
0,4100,-204
0,4200,-204
0,4300,-204
0,4400,-204
0,4500,-204
0,4600,-204
0,4700,-204
0,4800,-204
0,4900,-204
0,5000,-204
0,5100,-206
0,5200,-206
0,5300,-206
0,5400,-206
0,5500,-206
0,5600,-206
0,5700,-206
0,5800,-206
0,5900,-206
0,6000,-206
0,6100,-206
0,6200,-206
0,6300,-206
0,6400,-206
0,6500,-206
0,6600,-206
0,6700,-206
0,6800,-206
0,6900,-206
0,7000,-206
0,7100,-206
0,7200,-206
0,7300,-206
0,7400,-206
0,7500,-206
0,7600,-206
0,7700,-206
0,7800,-206
0,7900,-206
0,8000,-206
0,8100,-206
0,8200,-206
0,8300,-206
0,8400,-206
0,8500,-206
0,8600,-206
0,8700,-206
0,8800,-206
0,8900,-206
0,9000,-206
0,9100,-206
0,9200,-206
0,9300,-206
0,9400,-206
0,9500,-206
0,9600,-206
0,9700,-206
0,9800,-206
0,9900,-206
0,10000,-206
1,100,-87
1,200,-87
1,300,-87
1,400,-87
1,500,-97
1,600,-97
1,700,-121
1,800,-121
1,900,-121
1,1000,-129
1,1100,-149
1,1200,-153
1,1300,-163
1,1400,-165
1,1500,-171
1,1600,-171
1,1700,-175
1,1800,-177
1,1900,-177
1,2000,-179
1,2100,-181
1,2200,-181
1,2300,-181
1,2400,-181
1,2500,-181
1,2600,-181
1,2700,-181
1,2800,-181
1,2900,-181
1,3000,-181
1,3100,-181
1,3200,-181
1,3300,-181
1,3400,-181
1,3500,-181
1,3600,-181
1,3700,-181
1,3800,-183
1,3900,-183
1,4000,-183
1,4100,-183
1,4200,-183
1,4300,-183
1,4400,-183
1,4500,-183
1,4600,-183
1,4700,-183
1,4800,-183
1,4900,-183
1,5000,-183
1,5100,-183
1,5200,-183
1,5300,-183
1,5400,-183
1,5500,-183
1,5600,-183
1,5700,-183
1,5800,-183
1,5900,-183
1,6000,-183
1,6100,-187
1,6200,-187
1,6300,-187
1,6400,-187
1,6500,-187
1,6600,-187
1,6700,-187
1,6800,-187
1,6900,-187
1,7000,-187
1,7100,-187
1,7200,-187
1,7300,-187
1,7400,-187
1,7500,-187
1,7600,-187
1,7700,-187
1,7800,-187
1,7900,-187
1,8000,-187
1,8100,-187
1,8200,-187
1,8300,-187
1,8400,-187
1,8500,-187
1,8600,-187
1,8700,-187
1,8800,-187
1,8900,-187
1,9000,-187
1,9100,-187
1,9200,-187
1,9300,-187
1,9400,-187
1,9500,-187
1,9600,-187
1,9700,-187
1,9800,-187
1,9900,-187
1,10000,-187
2,100,-65
2,200,-71
2,300,-119
2,400,-119
2,500,-131
2,600,-135
2,700,-163
2,800,-163
2,900,-163
2,1000,-173
2,1100,-177
2,1200,-179
2,1300,-185
2,1400,-187
2,1500,-201
2,1600,-203
2,1700,-203
2,1800,-203
2,1900,-203
2,2000,-203
2,2100,-203
2,2200,-203
2,2300,-203
2,2400,-203
2,2500,-203
2,2600,-203
2,2700,-203
2,2800,-203
2,2900,-203
2,3000,-203
2,3100,-203
2,3200,-203
