id,runtime,score
0,100,-0.5866235625
0,200,-0.5866235625
0,300,-0.5985709687499999
0,400,-0.641330359375
0,500,-0.641330359375
0,600,-0.641330359375
0,700,-0.641330359375
0,800,-0.641330359375
0,900,-0.6413782656249999
0,1000,-0.6600097031249998
0,1100,-0.6896445625000001
0,1200,-0.6896445625000001
0,1300,-0.6954940624999999
0,1400,-0.6954940624999999
0,1500,-0.7021135625000001
0,1600,-0.704265125
0,1700,-0.7209915468750001
0,1800,-0.7211401406250001
0,1900,-0.7403388125000001
0,2000,-0.740801171875
0,2100,-0.740801171875
0,2200,-0.742971671875
0,2300,-0.7442755312500001
0,2400,-0.7464460312500001
0,2500,-0.7464460312500001
0,2600,-0.7464460312500001
0,2700,-0.7464460312500001
0,2800,-0.7464460312500001
0,2900,-0.7464460312500001
0,3000,-0.7464460312500001
0,3100,-0.7523587812500001
0,3200,-0.7523587812500001
0,3300,-0.759853640625
0,3400,-0.759853640625
0,3500,-0.759853640625
0,3600,-0.759853640625
0,3700,-0.759853640625
0,3800,-0.759853640625
0,3900,-0.759853640625
0,4000,-0.759853640625
0,4100,-0.759853640625
0,4200,-0.759853640625
0,4300,-0.759853640625
0,4400,-0.759853640625
0,4500,-0.759853640625
0,4600,-0.759853640625
0,4700,-0.759853640625
0,4800,-0.759853640625
0,4900,-0.759853640625
0,5000,-0.759853640625
0,5100,-0.759853640625
0,5200,-0.759853640625
0,5300,-0.759853640625
0,5400,-0.759853640625
0,5500,-0.759853640625
0,5600,-0.759853640625
0,5700,-0.759853640625
0,5800,-0.759853640625
0,5900,-0.759853640625
0,6000,-0.759853640625
0,6100,-0.759853640625
0,6200,-0.759853640625
0,6300,-0.759853640625
0,6400,-0.759853640625
0,6500,-0.759853640625
0,6600,-0.759853640625
0,6700,-0.759853640625
0,6800,-0.759853640625
0,6900,-0.759853640625
0,7000,-0.759853640625
0,7100,-0.759853640625
0,7200,-0.759853640625
0,7300,-0.759853640625
0,7400,-0.759853640625
0,7500,-0.759853640625
0,7600,-0.759853640625
0,7700,-0.759853640625
0,7800,-0.759853640625
0,7900,-0.759853640625
0,8000,-0.759853640625
0,8100,-0.759853640625
0,8200,-0.759853640625
0,8300,-0.759853640625
0,8400,-0.759853640625
0,8500,-0.759853640625
0,8600,-0.759853640625
0,8700,-0.759853640625
0,8800,-0.759853640625
0,8900,-0.759853640625
0,9000,-0.759853640625
0,9100,-0.759853640625
0,9200,-0.759853640625
0,9300,-0.759853640625
0,9400,-0.759853640625
0,9500,-0.759853640625
0,9600,-0.759853640625
0,9700,-0.759853640625
0,9800,-0.759853640625
0,9900,-0.759853640625
0,10000,-0.759853640625
1,100,-0.5754804531250001
1,200,-0.5803290781249999
1,300,-0.6011175781249999
1,400,-0.6356909218750002
1,500,-0.6356909218750002
1,600,-0.64542225
1,700,-0.64542225
1,800,-0.6578565937500002
1,900,-0.6691355156250001
1,1000,-0.6797863593750002
1,1100,-0.68893771875
1,1200,-0.7074521875
1,1300,-0.7117497968750001
1,1400,-0.7117497968750001
1,1500,-0.7117497968750001
1,1600,-0.7117497968750001
1,1700,-0.7117497968750001
1,1800,-0.7144926093750001
1,1900,-0.7256834218749999
1,2000,-0.7256834218749999
1,2100,-0.7306310468749998
1,2200,-0.7413366406249998
1,2300,-0.7413366406249998
1,2400,-0.7413366406249998
1,2500,-0.7413366406249998
1,2600,-0.7492239374999999
1,2700,-0.7492239374999999
1,2800,-0.7533585468749998
1,2900,-0.7533585468749998
1,3000,-0.7533585468749998
1,3100,-0.7533585468749998
1,3200,-0.7533585468749998
1,3300,-0.7533585468749998
1,3400,-0.7533585468749998
1,3500,-0.7533585468749998
1,3600,-0.7533585468749998
1,3700,-0.7533585468749998
1,3800,-0.7533585468749998
1,3900,-0.7533585468749998
1,4000,-0.7533585468749998
1,4100,-0.7533585468749998
1,4200,-0.7533585468749998
1,4300,-0.7533585468749998
1,4400,-0.7533585468749998
1,4500,-0.7533585468749998
1,4600,-0.7533585468749998
1,4700,-0.7533585468749998
1,4800,-0.7533585468749998
1,4900,-0.7533585468749998
1,5000,-0.7533585468749998
1,5100,-0.7533585468749998
1,5200,-0.7533585468749998
1,5300,-0.7533585468749998
1,5400,-0.7533585468749998
1,5500,-0.7533585468749998
1,5600,-0.7533585468749998
1,5700,-0.7533585468749998
1,5800,-0.7533585468749998
1,5900,-0.7533585468749998
1,6000,-0.7533585468749998
1,6100,-0.7533585468749998
1,6200,-0.7533585468749998
1,6300,-0.7533585468749998
1,6400,-0.7533585468749998
1,6500,-0.7533585468749998
1,6600,-0.7533585468749998
1,6700,-0.7533585468749998
1,6800,-0.7533585468749998
1,6900,-0.7533585468749998
1,7000,-0.7533585468749998
1,7100,-0.7533585468749998
1,7200,-0.7533585468749998
1,7300,-0.7533585468749998
1,7400,-0.7533585468749998
1,7500,-0.7533585468749998
1,7600,-0.7533585468749998
1,7700,-0.7533585468749998
1,7800,-0.7533585468749998
1,7900,-0.7533585468749998
1,8000,-0.7533585468749998
1,8100,-0.7533585468749998
1,8200,-0.7533585468749998
1,8300,-0.7533585468749998
1,8400,-0.7533585468749998
1,8500,-0.7533585468749998
1,8600,-0.7533585468749998
1,8700,-0.7533585468749998
1,8800,-0.7533585468749998
1,8900,-0.7533585468749998
1,9000,-0.7533585468749998
1,9100,-0.7533585468749998
1,9200,-0.7533585468749998
1,9300,-0.7533585468749998
1,9400,-0.7533585468749998
1,9500,-0.7533585468749998
1,9600,-0.7533585468749998
1,9700,-0.7533585468749998
1,9800,-0.7533585468749998
1,9900,-0.7533585468749998
1,10000,-0.7533585468749998
2,100,-0.595123875
2,200,-0.6058943124999999
2,300,-0.60922109375
2,400,-0.60922109375
2,500,-0.6209841406250001
2,600,-0.643838078125
2,700,-0.643838078125
2,800,-0.6610902031249998
2,900,-0.6610902031249998
2,1000,-0.6894026093749998
2,1100,-0.6894026093749998
2,1200,-0.6894026093749998
2,1300,-0.6912781562499998
2,1400,-0.6912781562499998
2,1500,-0.6998252968749997
2,1600,-0.7090649062499995
2,1700,-0.7216100468749997
2,1800,-0.7216100468749997
2,1900,-0.7270304999999996
2,2000,-0.7319426406249997
